timestamp,name,price,image_url
2025-07-20 00:41:20,"Commuter Suits, Summer Short-Sleeved Top And Loose Straight Trousers, Casual Outfits Outdoor Men's Clothing Khaki / M","₹5,781",https://th.bing.com/th/id/OPAC.Aq1HMTRByPXTDQ474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:41:20,Men - Mole Regular Fit Pocket-Detail Shacket - Size: S - H&M,"₹3,999",https://th.bing.com/th/id/OPAC.oG89k98WNo7OMg474C474?w=1200&h=800&pid=21.1
2025-07-20 00:41:20,Men's PUMA CLASSICS Herringbone Shacket In Black Size M,"₹2,999",https://th.bing.com/th/id/OPAC.VnKUveojFjGqPw474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:41:20,Men's PUMA Colorblock Padded Jacket In Black/Blue/Yellow Size XS,"₹3,999",https://th.bing.com/th/id/OPAC.8RYuHyj2nYb6kA474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:41:20,Men - Dark Blue Loose Fit Sweatshirt - Size: M - H&M,₹799,https://th.bing.com/th/id/OPAC.oG89k98WNo7OMg474C474?w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Green/Patterned Flared Dress - Size: S - H&M,"₹1,199",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Black Fitted Tuxedo Blazer - Size: 14 - H&M,"₹2,699",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Black Bouclé Jacket - Size: S - H&M,"₹4,499",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - White/Blue Floral Long A-Line Dress - Size: XL - H&M,"₹1,599",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,"Women's Clothing, Solid Color V-Neck Formal Dress Navy Blue / M","₹5,183",https://th.bing.com/th/id/OPAC.hcpL6CClqGXyhQ474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:46:31,Ladies - Black Flared Dress - Size: S - H&M,₹799,https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Dark Grey/Sequins Sequined Dress - Size: S - H&M,₹999,https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Black/Patterned Gathered Dress - Size: 4 - H&M,"₹1,699",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 12:03:09,"Cantabil Men Solid Fawn Winter Blazer (36) (Beige) At Nykaaman, Products Handpicked For Men","₹3,000",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,"Flint Gray Plain-Solid Tuxedo Premium Wool Blend Blazers For Men, 46 / XL","₹4,794",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,SELECTED Men Slim-Fit Single-Breasted Formal Blazer,"₹8,999",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,"SHOWOFF Men Single Breasted Blazer With Notched Lapel For Men (Cream, XL)","₹2,737",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,"Cantabil Men Solid Pista Green Winter Blazer (36) (Green) At Nykaaman, Products Handpicked For Men","₹3,000",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,SELECTED Men Self Design Single Breasted Slim Fit Formal Blazer,"₹7,149",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,REFULGENT Men Notched Lapel Collar Single Breasted Blazer,"₹2,500",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,SHOWOFF Notched Lapel Collar Slim-Fit Single-Breasted Casual Blazer,"₹3,239",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:27,"Acerbis Corporate Rain Jacket, Black, Size M For Men","₹2,132",Not found
2025-08-21 09:32:27,"Acerbis X-Dry Rain Jacket, Black, Size 3XL For Men","₹5,382",Not found
2025-08-21 09:32:27,"Manyavar Men Deep Olive Kurta | Linear Print, Regular Fit, Bandhgala Collar, Short Length, Half Sleeves, Embroidered Neckline | Exclusive Collection,","₹1,699",https://th.bing.com/th?id=OPAC.hrSD99bvizQn%2Bg474C474&w=1200&h=800&o=5&pid=21.1
2025-08-21 09:32:27,Men's PUMA CLASSICS Herringbone Shacket In Black Size M,"₹2,749",https://th.bing.com/th/id/OPAC.VnKUveojFjGqPw474C474?w=1200&h=800&o=5&pid=21.1
2025-08-21 09:32:27,"Urbano Fashion Men Dark Green Regular Fit Printed Full Sleeve Casual Jacket (Green) At Nykaaman, Products Handpicked For Men","₹1,402",https://th.bing.com/th/id/OPAC.ABgY33MW4dCRzQ474C474?w=1200&h=800&o=5&pid=21.1
2025-08-21 09:32:27,"Manyavar Men Neon Green Kurta Set | Chikankari, Bandhgala Jacket Style, Wedding & Festive, White Pyjamas | XL","₹3,999",https://th.bing.com/th?id=OPAC.%2FCFjSwCtCloW2w474C474&w=1200&h=800&o=5&pid=21.1
2025-08-21 09:32:27,Buy Microfiber Water Resistant Convertible Hoodie Jacket - Mid Night Navy MV40 | Jockey India S,"₹1,799",Not found
2025-08-21 09:32:27,"Fabindia Olive Cotton Slim Fit Regular Casual Trouser (Olive) At Nykaaman, Products Handpicked For Men","₹1,138",https://th.bing.com/th?id=OPAC.Krxgjb8%2B5L%2B2bA474C474&w=1200&h=800&o=5&pid=21.1
2025-08-21 09:32:59,"Manyavar Men Light Blue Kurta | Floral Print, Regular Fit, Bandhgala Collar, Short Length, Full Sleeves, Traditional Motifs, Modern Style | Exclusive","₹2,599",https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:59,"Manyavar Men Tan Kurta | Harlequin Print, Bandhgala Collar, Short Length, Full Sleeves, Sophisticated Look | Exclusive Collection, Wedding | M","₹1,599",https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:59,"Manyavar Men Periwinkle Kurta | Straight Fit, Bandhgala Collar, Short Length, Button-Up Sleeves, Subdued Elegance | Exclusive Collection, Wedding | XL","₹2,999",https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:59,"Manyavar Men Burgundy Kurta | Harlequin Print, Slim Fit, Bandhgala Collar, Short Length, Full Sleeves, Distinctive Design | Exclusive Collection,","₹1,599",https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:59,"Cantabil Men Party Wear Maroon Full Sleeves Shirt (Maroon) At Nykaaman, Products Handpicked For Men",₹805,https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:59,"Manyavar Men Dark Blue Kurta | Jaal Print, Bandhgala Collar, Short Length, Antique Metallic Buttons | Exclusive Collection, Wedding | M","₹1,499",https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:59,"Manyavar Men Deep Olive Kurta | Linear Print, Regular Fit, Bandhgala Collar, Short Length, Half Sleeves, Embroidered Neckline | Exclusive Collection,","₹1,699",https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 09:32:59,"WYWK 2 Piece Men's Suit One Button Slim Fit Suit For Men Solid Color Blazer And Pants Tie And Square Wedding Business Party, Light Gray, Small","₹14,316",https://th.bing.com/th/id/OPAC.RAxmVE9nGZuPLQ474C474?w=1200&h=800&c=17&pid=21.1
2025-08-21 12:40:48,"The Clownfish Unisex Raincoat With Adjustable Hood Black (Black) At Nykaaman, Products Handpicked For Men","₹1,199",https://th.bing.com/th/id/OPAC.D8l60AEKsjnPCA474C474?w=1200&h=800&o=5&pid=21.1
2025-08-21 12:40:48,"Manyavar Men Neon Green Kurta Set | Chikankari, Bandhgala Jacket Style, Wedding & Festive, White Pyjamas | XL","₹3,999",https://th.bing.com/th?id=OPAC.%2FCFjSwCtCloW2w474C474&w=1200&h=800&o=5&pid=21.1
2025-08-21 12:40:48,"Acerbis Corporate Rain Jacket, Black, Size M For Men","₹2,126",Not found
2025-08-21 12:40:48,"ZEEL The Ultimate Backpack-Friendly Navy Blue Raincoat With Pant (Set Of 2) (L) (Navy Blue) At Nykaaman, Products Handpicked For Men","₹1,049",https://th.bing.com/th/id/OPAC.LTx4IE3z4Iw2xg474C474?w=1200&h=800&o=5&pid=21.1
2025-08-21 12:40:48,"Manyavar Men Light Blue Kurta | Floral Print, Regular Fit, Bandhgala Collar, Short Length, Full Sleeves, Traditional Motifs, Modern Style | Exclusive","₹2,599",https://th.bing.com/th/id/OPAC.RLmOKwDTRHjwVg474C474?w=1200&h=800&o=5&pid=21.1
2025-08-21 12:40:48,Men's PUMA Scuderia Ferrari Race Neon Energy Fleece Relaxed Fit Motorsport Jacket In Black Size L,"₹6,999",https://th.bing.com/th/id/OPAC.dM32Q1CawpLqow474C474?w=1200&h=800&o=5&pid=21.1
2025-08-21 12:40:48,Buy Microfiber Water Resistant Convertible Hoodie Jacket - Mid Night Navy MV40 | Jockey India S,"₹1,799",Not found
2025-08-21 12:40:48,"Manyavar Men Tan Kurta | Harlequin Print, Bandhgala Collar, Short Length, Full Sleeves, Sophisticated Look | Exclusive Collection, Wedding | M","₹1,599",https://th.bing.com/th/id/OPAC.He2Ie4feHkGjyA474C474?w=1200&h=800&o=5&pid=21.1
